City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,mar del plata,-38.0023,-57.5575,22.83,81,100,7.6,AR,1738779923
291,pamandzi,-12.7967,45.2794,28.88,74,75,6.17,YT,1738780094
292,salzwedel,52.85,11.15,3.94,84,96,3.18,DE,1738780095
293,dalai,45.5,124.3,-25.93,99,47,2.06,CN,1738780096
294,salekhard,66.53,66.6019,-21.08,99,93,3.03,RU,1738780097
295,dengzhou,37.8086,120.7508,-4.63,42,18,4.95,CN,1738780098
296,badger,64.8,-147.5333,-11.07,85,100,0.0,US,1738780099
297,bel ombre,-4.6167,55.4167,26.91,78,20,2.06,SC,1738780100
298,hithadhoo,-0.6,73.0833,27.81,68,53,5.3,MV,1738780103
299,la'ie,21.6477,-157.9253,21.7,93,91,4.88,US,1738780104
300,batesville,35.7698,-91.641,7.75,94,100,1.92,US,1738780090
301,maun,-19.9833,23.4167,27.18,41,20,2.83,BW,1738780106
302,hadibu,12.65,54.0333,22.68,67,37,5.14,YE,1738780107
303,upata,8.0086,-62.3989,30.47,44,65,2.98,VE,1738780108
304,ruvo di puglia,41.1136,16.4878,6.84,78,1,5.03,IT,1738780109
305,alice springs,-23.7,133.8833,24.75,44,69,0.0,AU,1738780110
306,kill devil hills,36.0307,-75.676,8.01,70,100,5.66,US,1738780111
307,gwio kura,12.6753,11.0682,24.89,9,19,4.27,NG,1738780113
308,vorkuta,67.5,64.0,-13.55,97,99,3.08,RU,1738779875
309,okhotsk,59.3833,143.3,-22.94,68,46,7.19,RU,1738780115
310,cooper's town,26.8667,-77.5167,22.57,72,61,3.17,BS,1738780116
311,kirovskiy,45.0917,133.5136,-18.62,98,100,2.45,RU,1738780117
312,nikolayevsk-on-amure,53.1406,140.73,-4.69,92,100,8.91,RU,1738780118
313,ivdel',60.6911,60.4206,-13.2,96,100,1.71,RU,1738780119
314,turpan,42.9333,89.1667,-3.2,58,0,0.33,CN,1738780120
315,tofol,5.3248,163.0078,24.74,92,100,6.11,FM,1738780121
316,kansk,56.2017,95.7175,-18.26,96,100,1.74,RU,1738780123
317,fort mcmurray,56.7268,-111.381,-19.23,54,100,6.69,CA,1738780124
318,yanam,16.7333,82.2167,20.8,86,74,0.42,IN,1738780125
319,tieli,46.95,128.05,-31.67,100,97,1.61,CN,1738780126
320,akbarpur,26.4167,82.55,17.76,44,0,6.11,IN,1738780127
321,prado,-17.3411,-39.2208,28.48,64,32,4.59,BR,1738780128
322,nuku'alofa,-21.1333,-175.2,23.19,94,75,2.06,TO,1738780129
323,rio preto da eva,-2.6994,-59.6997,29.94,63,97,1.79,BR,1738780130
324,quchan,37.106,58.5095,3.1,38,70,2.45,IR,1738780131
325,mabaruma,8.2,-59.7833,29.17,62,45,3.04,GY,1738780133
326,naama,33.2667,-0.3167,7.51,53,99,3.7,DZ,1738780134
327,susuman,62.7833,148.1667,-44.38,96,67,0.35,RU,1738780135
328,dunedin,-45.8742,170.5036,12.11,97,100,2.24,NZ,1738780024
329,springbok,-29.6643,17.8865,21.92,42,9,3.62,ZA,1738780137
330,pangody,65.85,74.4859,-18.02,99,81,3.51,RU,1738780138
331,hammerfest,70.6634,23.6821,-1.75,86,75,5.14,NO,1738780139
332,vilyuysk,63.7553,121.6247,-44.79,100,71,1.12,RU,1738780140
333,petropavlovka,50.6114,105.3196,-27.26,77,62,2.45,RU,1738780141
334,roma,43.2128,-75.4557,-5.73,58,40,3.6,US,1738779849
335,timimoun,29.2639,0.231,17.21,25,0,5.14,DZ,1738780144
336,nema,57.5067,50.5011,-11.48,95,99,2.02,RU,1738780145
337,east london,-33.0153,27.9116,23.05,76,100,4.39,ZA,1738780146
338,alaghsas,17.0187,8.0168,26.8,11,16,5.27,NE,1738780147
339,nueva gerona,21.8833,-82.8,26.67,62,79,6.47,CU,1738780148
340,shigony,53.3875,48.6777,-11.08,96,100,2.32,RU,1738780149
341,igarka,67.4667,86.5833,-25.8,100,86,1.92,RU,1738779854
342,san fernando,15.0286,120.6898,24.85,85,36,2.07,PH,1738779865
343,darlowo,54.421,16.4107,3.7,93,91,5.73,PL,1738780153
344,fedorovskiy,45.0972,40.9517,0.67,76,100,5.31,RU,1738780154
345,utrik,11.2278,169.8474,26.14,84,100,9.51,MH,1738780155
346,mournies,35.4764,24.0092,9.22,66,75,6.17,GR,1738780156
347,hodal,27.9,77.3667,12.72,32,0,4.5,IN,1738780157
348,carolina beach,34.0352,-77.8936,17.27,71,53,6.74,US,1738780104
349,cannonvale,-20.2833,148.7,23.66,89,100,3.98,AU,1738780161
350,olmos,-5.9847,-79.7453,31.61,37,57,2.71,PE,1738780162
351,yangquan,37.8575,113.5633,-3.23,23,0,6.17,CN,1738780163
352,leczyca,52.0596,19.1997,0.86,68,10,3.2,PL,1738780164
353,saudarkrokur,65.7461,-19.6394,4.15,89,100,18.17,IS,1738780165
354,srandakan,-7.9386,110.2506,24.62,90,11,2.61,ID,1738780166
355,kidal,18.4411,1.4078,28.28,20,100,4.22,ML,1738780167
356,tafuna,-14.3358,-170.72,26.97,89,40,0.51,AS,1738780168
357,kudahuvadhoo,2.6708,72.8944,27.7,69,55,5.3,MV,1738780170
358,san patricio,28.017,-97.5169,25.97,66,95,6.2,US,1738780171
359,colac,-38.3333,143.5833,17.34,86,91,3.4,AU,1738780172
360,fort bragg,35.139,-79.006,13.75,50,40,4.12,US,1738780173
361,dese,11.1333,39.6333,12.85,45,2,1.0,ET,1738780175
362,yang talat,16.3998,103.3679,21.91,59,4,1.05,TH,1738780176
363,al jawf,29.5,38.75,13.62,41,71,6.66,SA,1738780177
364,chinhoyi,-17.3667,30.2,21.6,71,94,2.18,ZW,1738780178
365,neya,58.2972,43.8681,-6.97,97,91,1.95,RU,1738780180
366,gjovik,60.7947,10.6929,-3.37,89,3,2.03,NO,1738780181
367,sandnessjoen,66.0217,12.6316,4.12,81,75,4.12,NO,1738780087
368,magadan,59.5667,150.8,-23.61,73,2,2.93,RU,1738780184
369,ibague,4.4389,-75.2322,24.95,65,75,2.57,CO,1738780186
370,parkano,62.0167,23.0167,1.04,99,100,4.69,FI,1738780187
371,mundybash,53.211,87.2983,-21.15,100,72,1.2,RU,1738780188
372,egletons,45.4034,2.0507,4.16,66,0,3.82,FR,1738780189
373,senanga,-16.1167,23.2667,22.83,78,100,0.93,ZM,1738780190
374,bafq,31.6128,55.4107,12.28,22,0,0.51,IR,1738780191
375,ilica,39.9463,41.1091,-2.04,74,75,9.26,TR,1738780192
376,chyorny yar,48.0624,46.1091,1.34,82,88,3.59,RU,1738780194
377,huancavelica,-12.7667,-74.9833,5.5,78,98,3.67,PE,1738780195
378,nabire,-3.3667,135.4833,23.58,92,100,1.16,ID,1738780196
379,kruisfontein,-34.0033,24.7314,19.57,70,66,4.98,ZA,1738780197
380,moscow,55.7522,37.6156,0.77,67,100,3.03,RU,1738779845
381,happy valley-goose bay,53.3168,-60.3315,-15.83,47,20,4.63,CA,1738780199
382,datu piang,7.0283,124.5025,23.63,94,100,1.26,PH,1738780200
383,lugovoy,42.9472,72.7644,-6.19,82,100,1.27,KZ,1738779978
384,katsuren-haebaru,26.3369,127.8719,14.01,61,75,2.06,JP,1738780204
385,agapovka,53.2973,59.1348,-8.44,98,94,3.14,RU,1738780205
386,yaren,-0.5472,166.916,26.6,79,28,6.57,NR,1738780206
387,yemva,62.59,50.8594,-13.6,98,64,1.62,RU,1738780207
388,cienaga,11.007,-74.2476,32.07,62,20,4.12,CO,1738780208
389,katabu,-4.9333,122.5167,24.52,92,100,0.91,ID,1738780209
390,taoudenni,22.6783,-3.9836,19.33,15,0,5.43,ML,1738780210
391,phang nga,8.4509,98.5298,22.75,91,30,1.0,TH,1738780212
392,rongelap,11.1635,166.8941,26.92,78,100,8.01,MH,1738780213
393,krasnyy yar,46.5331,48.3456,-1.38,69,97,2.45,RU,1738780214
394,bcharre,34.2508,36.0106,5.46,100,96,5.92,LB,1738780042
395,ocean shores,46.9737,-124.1563,1.68,93,100,5.14,US,1738780217
396,ain sefra,32.75,-0.5833,7.28,57,38,3.24,DZ,1738780218
397,juneau,58.3019,-134.4197,-5.88,83,40,2.72,US,1738780201
398,tabou,4.423,-7.3528,27.42,81,4,4.56,CI,1738780220
399,rabaul,-4.1967,152.1721,26.68,77,100,2.08,PG,1738780222
400,suoyarvi,62.0833,32.35,-7.9,92,100,5.02,RU,1738780223
401,poninka,50.1849,27.5363,-3.43,70,0,2.45,UA,1738780224
402,gadzhiyevo,69.2551,33.3362,-6.78,82,100,11.35,RU,1738780225
403,akrehamn,59.2667,5.1833,6.14,81,20,7.2,NO,1738780226
404,ginir,7.1333,40.7,14.04,30,34,1.76,ET,1738780227
405,kavarna,43.4333,28.3333,-0.79,84,7,6.94,BG,1738780228
406,menomonie,44.8755,-91.9193,-6.84,58,0,3.6,US,1738780231
407,porto velho,-8.7619,-63.9039,28.03,69,75,2.57,BR,1738780203
408,dhuusamarreeb,5.535,46.3861,25.36,59,8,7.83,SO,1738780233
409,willowmore,-33.2926,23.4895,16.44,71,19,5.04,ZA,1738780211
410,lang son,21.8333,106.7333,11.12,90,100,1.58,VN,1738780235
411,sechura,-5.5569,-80.8222,27.99,57,95,7.55,PE,1738780236
412,jean-rabel,19.8533,-73.1917,27.22,59,50,9.02,HT,1738780237
413,shahba,32.8551,36.629,5.83,91,68,10.92,SY,1738780238
414,touros,-5.1989,-35.4608,29.7,63,95,5.47,BR,1738780123
415,villamontes,-21.25,-63.5,39.69,24,40,4.12,BO,1738780242
416,ushibukamachi,32.1906,130.0228,4.87,58,100,10.41,JP,1738780243
417,ponte de lima,41.7672,-8.5839,9.76,82,100,1.48,PT,1738780244
418,kyaikkami,16.08,97.5675,25.95,70,12,2.5,MM,1738780245
419,shendi,16.6915,33.4341,28.58,24,0,7.12,SD,1738780246
420,orapa,-21.2833,25.3667,28.58,31,4,1.23,BW,1738780247
421,tazovsky,67.4667,78.7,-20.18,99,25,3.48,RU,1738780249
422,waddan,29.1614,16.139,14.83,52,100,4.09,LY,1738780250
423,kapa'a,22.0752,-159.319,18.18,88,40,2.06,US,1738780251
424,quellon,-43.1167,-73.6167,15.1,77,100,3.85,CL,1738780252
425,yemetsk,63.4721,41.7941,-8.35,95,100,3.69,RU,1738780253
426,santo antonio do ica,-3.1022,-67.9397,22.82,100,100,1.08,BR,1738780254
427,kavieng,-2.5744,150.7967,28.24,68,100,3.86,PG,1738780255
428,alghero,40.5589,8.3181,11.65,71,0,2.57,IT,1738780256
429,new norfolk,-42.7826,147.0587,11.51,96,11,0.93,AU,1738780258
430,barranca,-10.75,-77.7667,24.47,68,100,4.45,PE,1738780259
431,verkhnevilyuysk,63.4453,120.3167,-45.14,100,60,1.03,RU,1738780260
432,mudgee,-32.5943,149.5871,17.04,97,1,1.56,AU,1738780261
433,liwale,-9.7667,37.9333,21.91,98,100,1.81,TZ,1738780262
434,zhezqazghan,47.7833,67.7667,-10.03,87,5,5.84,KZ,1738780263
435,esmeraldas,-19.7625,-44.3139,26.64,58,6,1.97,BR,1738780264
436,chhaprauli,29.2167,77.1833,10.51,28,0,3.73,IN,1738780266
437,prieska,-29.6641,22.7474,27.7,37,100,6.23,ZA,1738780143
438,remire-montjoly,4.9167,-52.2667,29.02,79,75,7.2,GF,1738780268
439,sydney,-33.8679,151.2073,22.02,84,100,3.09,AU,1738779996
440,stepnogorsk,52.3544,71.8869,-8.52,97,100,5.17,KZ,1738780270
441,puerto baquerizo moreno,-0.9,-89.6,30.55,58,20,5.66,EC,1738780271
442,hastings,50.8552,0.5729,6.61,81,100,3.33,GB,1738780272
443,dawei,14.0833,98.2,22.07,93,62,1.75,MM,1738780273
444,fisterra,42.9049,-9.2629,12.85,70,100,0.45,ES,1738780274
445,zag,46.9441,99.165,-27.06,87,5,2.7,MN,1738780275
446,kota belud,6.351,116.4305,24.58,86,100,1.69,MY,1738780277
447,ecoporanga,-18.3733,-40.8306,31.17,38,26,3.23,BR,1738780278
448,brokopondo,4.75,-55.1667,28.15,71,86,2.62,SR,1738780279
449,qui nhon,13.7667,109.2333,18.48,90,100,3.0,VN,1738780281
450,uturoa,-16.7333,-151.4333,27.91,73,100,5.75,PF,1738780283
451,nar'yan-mar,67.6713,53.087,-10.52,94,52,6.47,RU,1738780285
452,kinana,14.0361,33.1712,29.38,24,0,5.86,SD,1738780286
453,oban,56.4127,-5.4706,6.05,85,43,3.18,GB,1738780287
454,port alfred,-33.5906,26.891,20.1,97,100,6.12,ZA,1738780289
455,duyun,26.2667,107.5167,4.57,96,100,1.29,CN,1738780290
456,talakan,50.3167,130.3667,-18.5,98,100,0.97,RU,1738780291
457,porbandar,21.6422,69.6093,19.44,35,0,4.98,IN,1738780294
458,tromso,69.6496,18.957,2.01,80,75,8.75,NO,1738780295
459,pangai,-19.8,-174.35,26.06,89,75,5.66,TO,1738780297
460,siwa oasis,29.2041,25.5195,15.48,53,0,7.57,EG,1738780299
461,vadso,70.0744,29.7487,-4.91,80,75,9.77,NO,1738780300
462,messini,37.0511,22.0078,10.91,66,40,1.03,GR,1738780301
463,muisne,0.6,-80.0333,26.6,81,46,2.25,EC,1738780302
464,san pedro pochutla,15.7333,-96.4667,32.62,41,0,4.24,MX,1738780303
465,lodja,-3.4833,23.4333,22.39,92,86,0.47,CD,1738780305
466,axim,4.8699,-2.2405,27.24,83,80,5.08,GH,1738780306
467,crane,31.3974,-102.3501,26.82,29,0,4.35,US,1738780307
468,kristiansund,63.1115,7.732,5.36,70,40,4.63,NO,1738780309
469,auki,-8.7676,160.7034,24.97,90,100,2.43,SB,1738780311
470,san luis de la loma,17.2706,-100.8939,29.98,49,0,3.44,MX,1738780312
471,aridaia,40.9731,22.0564,7.73,45,0,2.68,GR,1738780313
472,callao,-12.0667,-77.15,24.16,78,0,5.14,PE,1738779945
473,aras-asan,8.8908,126.3033,24.47,86,100,1.52,PH,1738780316
474,kingston,17.997,-76.7936,31.53,55,20,4.12,JM,1738780080
475,port macquarie,-31.4333,152.9167,21.15,99,54,0.45,AU,1738780318
476,benghazi,32.1167,20.0667,15.6,67,100,3.45,LY,1738780319
477,balabac,7.9868,117.0645,25.34,86,100,3.66,PH,1738780321
478,balakhta,55.38,91.6,-19.43,100,100,0.71,RU,1738780322
479,alofi,-19.0595,-169.9187,24.94,88,100,2.06,NU,1738780323
480,westport,41.1415,-73.3579,1.68,40,0,4.12,US,1738780236
481,taft,31.7471,54.2088,7.97,18,0,0.0,IR,1738780325
482,maintirano,-18.0667,44.0167,25.72,88,100,3.36,MG,1738780326
483,altay,47.8667,88.1167,-14.3,60,0,3.24,CN,1738780327
484,wulingyuan,29.3494,110.5441,2.09,82,94,0.97,CN,1738780328
485,ulaangom,49.9811,92.0667,-22.97,74,2,0.86,MN,1738780330
486,gizo,-8.103,156.8419,27.91,77,100,5.01,SB,1738780331
487,muynoq,43.7683,59.0214,2.06,68,15,4.19,UZ,1738780332
488,yamada,39.4667,141.95,-3.99,61,41,7.4,JP,1738780333
489,shulan,44.4167,126.95,-26.43,100,87,2.07,CN,1738780334
490,yatou,37.15,122.3833,-8.16,62,0,3.01,CN,1738780335
491,minas de marcona,-15.2119,-75.1103,22.68,62,90,7.04,PE,1738780336
492,ingeniero jacobacci,-41.3427,-69.5448,23.05,26,9,13.89,AR,1738780337
493,piti village,13.4626,144.6933,28.03,82,40,5.14,GU,1738780338
494,rawson,-43.3002,-65.1023,26.16,41,20,8.23,AR,1738780340
495,mitu,1.1983,-70.1733,24.86,90,97,2.63,CO,1738780341
496,borogontsy,62.6683,131.1683,-41.72,100,52,0.32,RU,1738780342
497,kerbakhiar,40.1067,46.0383,-4.48,87,100,2.84,AZ,1738780343
498,sile,41.1754,29.6133,4.28,67,100,9.52,TR,1738780345
499,arawa,-6.2132,155.5367,25.04,92,100,0.99,PG,1738780346
500,berdigestyakh,62.0989,126.6992,-42.34,100,61,0.99,RU,1738780347
501,gebeit,21.0667,36.3167,19.51,84,24,5.3,SD,1738780349
502,saint-joseph,-21.3667,55.6167,26.21,83,45,3.7,RE,1738780083
503,hami,42.8,93.45,-7.18,45,0,0.96,CN,1738780351
504,port douglas,-16.4833,145.4667,26.27,87,100,1.66,AU,1738780353
505,rahimah,26.7079,50.0619,18.53,66,100,10.47,SA,1738780355
506,ankazoabo,-22.2833,44.5167,24.16,89,12,1.12,MG,1738780356
507,ylitornio,66.3089,23.6773,0.25,97,100,3.83,FI,1738780357
508,suva,-18.1416,178.4415,23.71,100,75,0.0,FJ,1738780313
509,verkh-chebula,56.0308,87.6218,-23.94,100,52,1.17,RU,1738780360
510,hualahuises,24.8847,-99.6733,27.45,50,0,3.79,MX,1738780361
511,gewane,10.1664,40.6453,26.51,27,5,3.0,ET,1738780362
512,tchintabaraden,15.8969,5.7985,26.76,13,0,4.3,NE,1738780363
513,yengema,8.7167,-11.1667,27.66,24,20,0.77,SL,1738780364
514,saynshand,44.8824,110.1163,-18.59,67,100,6.44,MN,1738780367
515,chibougamau,49.9168,-74.3659,-16.21,66,75,7.2,CA,1738780160
516,kombissiri,12.0656,-1.3375,28.62,13,3,3.29,BF,1738780371
517,codrington,-38.2667,141.9667,13.69,95,44,3.27,AU,1738780372
518,colonia,50.9333,6.95,4.98,92,100,1.03,DE,1738780208
519,higuera de zaragoza,25.95,-109.2833,26.76,17,0,2.8,MX,1738780375
520,mashhad,36.297,59.6062,6.08,56,0,3.09,IR,1738780376
521,san clemente del tuyu,-36.3569,-56.7235,17.88,89,100,9.51,AR,1738780377
522,neyshabur,36.2133,58.7958,6.44,25,100,2.24,IR,1738780378
523,kotido,2.9806,34.1331,25.21,18,100,4.83,UG,1738780379
524,luderitz,-26.6481,15.1594,21.92,58,87,10.53,NA,1738780380
525,murghob,38.1702,73.9667,-28.47,92,87,1.38,TJ,1738780381
526,mil'kovo,55.6078,37.7956,0.75,58,99,2.88,RU,1738780382
527,mananjary,-21.2167,48.3333,26.7,86,100,4.49,MG,1738780384
528,taltal,-25.4,-70.4833,21.72,71,33,2.9,CL,1738780385
529,birao,10.2849,22.7882,27.71,17,45,2.95,CF,1738780386
530,fray luis beltran,-39.3167,-65.7667,32.02,18,1,6.64,AR,1738780387
531,tazacorte,28.629,-17.9293,18.54,69,40,5.66,ES,1738780388
532,deqen,29.9618,90.7188,-3.93,28,0,2.51,CN,1738780389
533,egilsstadir,65.2653,-14.3948,5.95,65,75,12.35,IS,1738780390
534,kamareddi,18.3167,78.35,22.72,39,0,1.33,IN,1738780391
535,bollnas,61.3482,16.3946,-3.44,90,3,1.85,SE,1738780393
536,pimampiro,0.4,-77.9667,23.75,51,40,2.0,EC,1738780394
537,al ghayzah,16.2079,52.176,20.62,55,100,3.96,YE,1738780395
538,phan rang-thap cham,11.5667,108.9833,18.68,91,99,2.47,VN,1738780222
539,yelizovo,53.1873,158.3805,0.08,43,75,10.0,RU,1738780300
540,berriane,32.8265,3.7669,12.83,41,100,3.55,DZ,1738780398
541,la ronge,55.1001,-105.2842,-20.86,65,75,2.57,CA,1738780399
542,tsiombe,-25.3,45.4833,25.82,90,50,5.88,MG,1738780401
543,malibu,34.005,-118.8101,14.98,98,100,1.79,US,1738780402
544,okahandja,-21.9833,16.9167,20.86,83,90,9.24,NA,1738780403
545,sao cristovao,-11.0147,-37.2064,28.95,70,75,6.17,BR,1738780404
546,popondetta,-8.7537,148.2534,23.37,96,100,1.38,PG,1738780405
547,dodge city,37.7528,-100.0171,-0.86,93,100,5.66,US,1738780406
548,el bayadh,33.6832,1.0193,6.23,59,99,3.94,DZ,1738780407
549,massawa,15.6097,39.45,27.06,64,0,1.78,ER,1738780408
550,stewartville,43.8555,-92.4885,-5.25,70,40,6.69,US,1738780402
551,dawson creek,55.7666,-120.2362,-30.2,76,75,1.03,CA,1738780411
552,aur,8.1499,171.1687,27.09,85,84,10.4,MH,1738780412
553,visavadar,21.3833,70.6833,17.48,29,0,3.24,IN,1738780413
554,holualoa,19.6228,-155.9522,20.91,77,40,0.0,US,1738780414
555,punta de bombon,-17.1717,-71.7931,23.7,78,11,4.1,PE,1738780415
556,nyrob,60.733,56.7202,-10.93,96,100,1.15,RU,1738780416
557,howard springs,-12.497,131.047,26.95,90,91,2.12,AU,1738780417
558,tenno,39.9,139.9667,-0.63,79,100,13.1,JP,1738780419
559,novoishimskiy,53.1981,66.7694,-13.56,97,69,3.15,KZ,1738780420
560,mzimba,-11.9,33.6,17.97,97,100,1.03,MW,1738780421
561,corning,42.1428,-77.0547,-2.75,55,100,1.79,US,1738780201
562,junin,-34.5838,-60.9433,20.76,89,100,3.59,AR,1738780228
563,coahuayana de hidalgo,18.7,-103.6583,31.33,48,1,3.13,MX,1738780424
564,musan-up,42.2261,129.2078,-20.56,79,5,4.49,KP,1738780425
565,iguai,-14.7564,-40.0892,29.26,47,71,3.73,BR,1738780427
566,yuanping,38.7153,112.7575,-6.7,32,0,2.1,CN,1738780429
567,muroto-misakicho,33.2833,134.15,4.86,55,92,8.61,JP,1738780430
568,lospalos,-8.5186,127.0025,23.06,95,100,3.02,TL,1738780431
569,porto belo,-27.1578,-48.5531,29.42,84,100,6.28,BR,1738780432
570,saurimo,-9.6608,20.3916,19.8,86,100,1.26,AO,1738780433
571,waiuku,-37.25,174.75,18.81,79,100,2.02,NZ,1738780434
572,ascension,30.2169,-90.9001,28.0,61,40,2.06,US,1738780435
573,plettenberg bay,-34.0527,23.3716,18.99,71,100,2.23,ZA,1738780437
574,nanning,22.8167,108.3167,10.25,73,100,2.37,CN,1738780438
575,uttar char fasson,22.2332,90.7132,21.52,72,0,2.23,BD,1738780439
576,mawu,34.4307,104.9176,-7.96,69,100,1.29,CN,1738780440
577,harrismith,-28.2728,29.1295,16.88,88,27,4.15,ZA,1738780441
578,boise,43.6135,-116.2035,3.96,57,0,5.14,US,1738779600
579,salym,60.0625,71.4789,-5.16,95,100,0.77,RU,1738780443
580,banda aceh,5.5577,95.3222,25.33,77,14,1.84,ID,1738780444
581,konarka,19.9,86.1167,24.3,88,98,4.79,IN,1738780446
582,buka,40.8108,69.1986,5.57,46,100,0.6,UZ,1738780447
